Time,X,Y,Position,Velocity,Acceleration,Jerk,Heading
0,0,0,0,0,0,0,0
10.0,-3.999947698052465,-1.000052301455134,9.753600000000001E-5,0.06400000204800001,6.4000002048,640.0000204800001,5.497796558575843
20.0,-3.999671815135023,-1.0003281654749687,4.8768000000000005E-4,0.19200000614400003,12.8000004096,640.0000204800001,5.497846234505818
30.0,-3.9990510284465035,-1.0009488093812215,0.0013655040000000002,0.38400001228800007,19.2000006144,640.00002048,5.4979581045437325
40.0,-3.9979472360831316,-1.002052004678879,0.00292608,0.64000002048,25.6000008192,640.0000204800001,5.498157323861838
50.0,-3.9962221199313053,-1.003775306388001,0.00536448,0.96000003072,32.000001023999985,640.000020479998,5.498469473899226
60.00000000000001,-3.993737005754461,-1.006255912547408,0.008875776,1.344000043008,38.4000012288,640.0000204800019,5.498920835292615
70.0,-3.9903526851650737,-1.0096304847877935,0.01365504,1.7920000573440003,44.80000143360002,640.0000204800019,5.499538730869812
80.0,-3.985929196443807,-1.014034926252273,0.019897344,2.304000073728,51.20000163839997,640.0000204799949,5.5003519405034815
90.0,-3.980325559849204,-1.0196041114920302,0.02779776,2.88000009216,57.600001843200026,640.0000204800054,5.501391190439117
99.99999999999999,-3.9733994615297177,-1.0264715609244677,0.037551360000000006,3.520000112640001,64.00000204800008,640.000020480006,5.5026897207116585
109.99999999999999,-3.9650762929437144,-1.034700530650991,0.04925568000000001,4.1600001331200005,64.00000204799997,-1.1655885145955836E-11,5.504270656683428
119.99999999999999,-3.955349358365483,-1.0442842046068503,0.06291072,4.8000001536,64.00000204799997,0.0,5.5061465192286585
129.99999999999997,-3.9442106532470533,-1.0552143874274253,0.07851648,5.44000017408,64.00000204799997,0.0,5.508332034362317
139.99999999999997,-3.9316507755041976,-1.067481387836194,0.09607296,6.08000019456,64.00000204800004,6.993531087573501E-12,5.510844190199559
150.0,-3.9176588244989694,-1.0810738820812726,0.11558016,6.720000215040001,64.00000204800004,0.0,5.513702303542031
160.0,-3.9022222878703294,-1.0959787560636052,0.13703808,7.36000023552,64.0000020479999,-1.3987062175147002E-11,5.516928096523522
170.0,-3.885326916606741,-1.1121809244031955,0.16044672000000001,8.000000256,64.00000204800004,1.3987062175147002E-11,5.520545783635535
180.00000000000003,-3.8669565887650243,-1.129663124530627,0.18580608,8.64000027648,64.00000204800004,0.0,5.5245821693256305
190.00000000000003,-3.8470931625037093,-1.1484056835058514,0.21311616,9.280000296959999,64.0000020479999,-1.3987062175147002E-11,5.529066756101788
200.00000000000003,-3.825716319352252,-1.168386254930294,0.24237696,9.92000031744,64.00000204800004,1.3987062175147002E-11,5.5340318627107825
210.00000000000006,-3.8028033988311924,-1.1895795230925363,0.27358848,10.56000033792,64.0000020479999,-1.3987062175147002E-11,5.53951275147141
220.00000000000006,-3.7783292261705754,-1.2119568709327486,0.30675072000000003,11.200000358399999,64.00000204800004,1.3987062175147002E-11,5.545547763080074
230.00000000000006,-3.7522659351699987,-1.235486008294362,0.34186368,11.84000037888,64.00000204800004,0.0,5.552178456292086
240.00000000000009,-3.7245827891797307,-1.2601305563887588,0.37892736,12.48000039936,64.00000204800004,0.0,5.559449748529133
250.00000000000006,-3.695246003876317,-1.2858495843187592,0.41794176,13.12000041984,64.0000020479999,-1.3987062175147002E-11,5.567410051801318
260.00000000000006,-3.664292729373618,-1.3125337319113652,0.458809344,13.696000438272003,57.60000184320032,-640.0000204799582,5.5760902572474045
270.00000000000006,-3.631833871068113,-1.3400081563075992,0.5013350400000001,14.208000454656002,51.20000163839986,-640.0000204800456,5.585499376681264
280.00000000000006,-3.597982183224996,-1.3680982886581068,0.545323776,14.656000468992001,44.80000143359999,-640.0000204799874,5.595642380922513
290.0000000000001,-3.562853015393079,-1.3966305621678987,0.5905804800000001,15.040000481280002,38.400001228800114,-640.0000204799874,5.606519262305891
300.0000000000001,-3.5265650837491624,-1.4254332315586955,0.63691008,15.36000049152,32.00000102399966,-640.0000204800456,5.618124094976811
310.0000000000001,-3.4892412521003258,-1.454337284626587,0.684117504,15.616000499712,25.600000819200076,-640.0000204799582,5.630444106081046
320.0000000000001,-3.4510093037479774,-1.4831774425601556,0.73200768,15.808000505856002,19.200000614400203,-640.0000204799874,5.643458777389037
330.0000000000001,-3.4120026820778575,-1.511793240927728,0.780385536,15.936000509952002,12.800000409600038,-640.0000204800164,5.6571390035124995
340.0000000000001,-3.3723611751579945,-1.5400301774921266,0.829056,16.000000512,6.400000204799873,-640.0000204800164,5.671446338989938
350.00000000000017,-3.3322315178316853,-1.5677409066047692,0.877824,16.000000512,0.0,-640.0000204799874,5.686332371476206
360.00000000000017,-3.291686375699495,-1.5948400217403818,0.9265920000000001,16.000000512,0.0,0.0,5.701769685478489
370.00000000000017,-3.250720489593798,-1.6212987318572047,0.9753600000000001,16.000000512,0.0,0.0,5.717757073852615
380.00000000000017,-3.209329820844106,-1.6470878028371396,1.0241280000000001,16.000000512,0.0,0.0,5.734291180246001
390.00000000000017,-3.1675116587237646,-1.6721776684103946,1.072896,16.000000512,0.0,0.0,5.751366266166323
400.00000000000017,-3.1252647254471015,-1.696538559300393,1.121664,16.000000512,0.0,0.0,5.768973985917602
410.00000000000017,-3.082589276297602,-1.7201406507826285,1.170432,16.000000512,0.0,0.0,5.787103176329122
420.0000000000002,-3.039487192112708,-1.7429542284172,1.2191999999999998,16.000000512,0.0,0.0,5.805739669045512
430.0000000000002,-2.9959620612012143,-1.764949871104695,1.2679679999999998,16.000000512,0.0,0.0,5.824866133722293
440.0000000000002,-2.9520192475997824,-1.7860986499925078,1.3167359999999997,16.000000512,0.0,0.0,5.844461960791685
450.0000000000002,-2.9076659425678923,-1.8063723410487182,1.3655039999999996,16.000000512,0.0,0.0,5.864503192375513
460.0000000000002,-2.8629111963217024,-1.825743648396735,1.4142719999999995,16.000000512,0.0,0.0,5.884962509378608
470.0000000000002,-2.8177659272662354,-1.844186434784434,1.4630399999999995,16.000000512,0.0,0.0,5.905809281726514
480.0000000000003,-2.772242906421388,-1.861675954888584,1.5118079999999994,16.000000512,0.0,0.0,5.9270096870862226
490.0000000000003,-2.7263567152686146,-1.8781890866091908,1.5605759999999993,16.000000512,0.0,0.0,5.9485269012846524
500.0000000000002,-2.6801236760378675,-1.8937045550638762,1.6093439999999992,16.000000512,0.0,0.0,5.970321361002997
510.0000000000002,-2.6335617542692056,-1.908203143785544,1.6581119999999991,16.000000512,0.0,0.0,5.992351096395653
520.0000000000002,-2.586690434371407,-1.9216678876441287,1.706879999999999,16.000000512,0.0,0.0,6.014572128190195
530.0000000000002,-2.539530570009793,-1.9340842422252564,1.755647999999999,16.000000512,0.0,0.0,6.0369389206812905
540.0000000000002,-2.492104211911226,-1.9454402249734344,1.804415999999999,16.000000512,0.0,0.0,6.059404879308174
550.0000000000002,-2.4444344167246665,-1.9557265241070574,1.8531839999999988,16.000000512,0.0,0.0,6.081922879088885
560.0000000000002,-2.3965450411706257,-1.9649365723181762,1.9019519999999988,16.000000512,0.0,0.0,6.104445808596083
570.0000000000002,-2.3484605263001064,-1.9730665833773262,1.9507199999999987,16.000000512,0.0,0.0,6.126927113304837
580.0000000000003,-2.3002056770018937,-1.9801155509809771,1.9994879999999986,16.000000512,0.0,0.0,6.149321322201789
590.0000000000003,-2.2518054419809492,-1.9860852104171933,2.0482559999999985,16.000000512,0.0,0.0,6.171584542486307
600.0000000000003,-2.2032846991577655,-1.9909799648231932,2.0970239999999984,16.000000512,0.0,0.0,6.193674908990116
610.0000000000003,-2.154668051300831,-1.9948067788415955,2.1457919999999984,16.000000512,0.0,0.0,6.215552977223738
620.0000000000003,-2.1059796357021137,-1.9975750434213162,2.1945599999999983,16.000000512,0.0,0.0,6.2371820520025665
630.0000000000003,-2.057242951504679,-1.9992964161267215,2.243327999999998,16.000000512,0.0,0.0,6.258528446446763
640.0000000000003,-2.008480707032412,-1.999984641805232,2.292095999999998,16.000000512,0.0,0.0,6.2795616694385945
650.0000000000003,-1.9597591705581108,-1.999378103552451,2.340863999999998,16.000000512,0.0,0.0,0.03127269958334655
660.0000000000003,-1.9110591254638885,-1.9968698802597424,2.389631999999998,16.000000512,0.0,0.0,0.07221860974609673
670.0000000000003,-1.8625111902142641,-1.9922847639882857,2.438399999999998,16.000000512,0.0,0.0,0.1167227107437745
